Title,URL,Abstract,Study type,Single arm/treatment Exclusion,Protocol only,Observational study,Treatment,Comparator 1,Comparator 2,Comparator 3,Population,Primary outcome,
TRIAL REGISTRATION: NCT01323244 . (date of registration: March 24, 2011).",RCT,,,,simeprevir plus PegIFN?-2a/RBV for 12 weeks followed by PegIFN?-2a/RBV for 12 weeks,simeprevir plus PegIFN?-2a/RBV for 12 weeks followed by PegIFN?-2a/RBV for 36 weeks,,,hepatitis C virus,sustained virologic response 12 weeks after planned end of treatment,

"Sofosbuvir, Velpatasvir, and Voxilaprevir for Previously Treated HCV Infection.",/pubmed/28564569,"BACKGROUND: Patients who are chronically infected with hepatitis C virus (HCV)
and who do not have a sustained virologic response after treatment with regimens 
containing direct-acting antiviral agents (DAAs) have limited retreatment
options.
METHODS: We conducted two phase 3 trials involving patients who had been
previously treated with a DAA-containing regimen. In POLARIS-1, patients with HCV
genotype 1 infection who had previously received a regimen containing an NS5A
inhibitor were randomly assigned in a 1:1 ratio to receive either the nucleotide 
polymerase inhibitor sofosbuvir, the NS5A inhibitor velpatasvir, and the protease
inhibitor voxilaprevir (150 patients) or matching placebo (150 patients) once
daily for 12 weeks. Patients who were infected with HCV of other genotypes (114
patients) were enrolled in the sofosbuvir-velpatasvir-voxilaprevir group. In
POLARIS-4, patients with HCV genotype 1, 2, or 3 infection who had previously
received a DAA regimen but not an NS5A inhibitor were randomly assigned in a 1:1 
ratio to receive sofosbuvir-velpatasvir-voxilaprevir (163 patients) or
sofosbuvir-velpatasvir (151 patients) for 12 weeks. An additional 19 patients
with HCV genotype 4 infection were enrolled in the
sofosbuvir-velpatasvir-voxilaprevir group.
RESULTS: In the three active-treatment groups, 46% of the patients had
compensated cirrhosis. In POLARIS-1, the rate of sustained virologic response was
96% with sofosbuvir-velpatasvir-voxilaprevir, as compared with 0% with placebo.
In POLARIS-4, the rate of response was 98% with
sofosbuvir-velpatasvir-voxilaprevir and 90% with sofosbuvir-velpatasvir. The most
common adverse events were headache, fatigue, diarrhea, and nausea. In the
active-treatment groups in both trials, the percentage of patients who
discontinued treatment owing to adverse events was 1% or lower.
CONCLUSIONS: Sofosbuvir-velpatasvir-voxilaprevir taken for 12 weeks provided high
rates of sustained virologic response among patients across HCV genotypes in whom
treatment with a DAA regimen had previously failed. (Funded by Gilead Sciences;
POLARIS-1 and POLARIS-4 ClinicalTrials.gov numbers, NCT02607735 and NCT02639247
.).",RCT,,,,sofosbuvir-velpatasvir-voxilaprevir,placebo,,,hepatitis C virus,rate of sustained virologic response,

Impact of terlipressin infusion during and after live donor liver transplantation on incidence of acute kidney injury and neutrophil gelatinase-associated lipocalin serum levels: A randomized controlled trial.,/pubmed/28564127,"BACKGROUND AND AIM: Acute kidney injury (AKI) with liver transplantation (LT) is 
not uncommon. Impact of terlipressin infusion on AKI, hemodynamics, and plasma
concentration of neutrophil gelatinase-associated lipocalin (NGAL) was studied.
METHODS: Patients (n=50) were randomized (NCT02059460, USA) into two equal
groups: terlipressin vs Controls. Terlipressin (1-4¾_g/kg/h) was administrated
for 5¾days. Intraoperative transesophageal Doppler for hemodynamic management.
Renal functions, peak portal vein blood flow velocity (PPV), and hepatic artery
resistive index (HARI) were recorded. Plasma NGAL (pNGAL) was measured baseline, 
2 and 24¾hours postreperfusion.
RESULTS: Hepatitis C virus (HCV) was the main etiology. Age, sex, model of
end-stage liver disease (MELD), and renal functions were comparable.
Postoperative AKI incidence and NGAL concentrations were comparable (P>.05)
between terlipressin and controls groups (44% vs 48% and 112.5±9 vs
93.1±8¾ng/mL), respectively, but intraoperative NGAL in both groups increased
significantly 2¾hours postreperfusion (P<.05). The three NGAL readings were
comparable (P>.05) between AKI (n=23) and non-AKI developers (n=27). Mean
arterial blood pressure (MAP) was maintained in both groups with less systemic
vascular resistance (SVR) fluctuations with terlipressin. Median norepinephrine
consumption was lower in terlipressin vs controls (8 vs 12¾mg; P=.04). The PPV
and HARI were not affected by terlipressin at any stage (P>.05).
CONCLUSION: Postliver transplant AKI was not prevented by terlipressin use nor
predicted by NGAL levels.",RCT,,,,terlipressin,Control,,,Acute kidney injury (AKI) with liver transplantation,Plasma NGAL ,check outcome

Improvement of ALT decay kinetics by all-oral HCV treatment: Role of NS5A inhibitors and differences with IFN-based regimens.,/pubmed/28545127,"BACKGROUND: Intracellular HCV-RNA reduction is a proposed mechanism of action of 
direct-acting antivirals (DAAs), alternative to hepatocytes elimination by
pegylated-interferon plus ribavirin (PR). We modeled ALT and HCV-RNA kinetics in 
cirrhotic patients treated with currently-used all-DAA combinations to evaluate
their mode of action and cytotoxicity compared with telaprevir (TVR)+PR.
STUDY DESIGN: Mathematical modeling of ALT and HCV-RNA kinetics was performed in 
111 HCV-1 cirrhotic patients, 81 treated with all-DAA regimens and 30 with
TVR+PR. Kinetic-models and Cox-analysis were used to assess determinants of
ALT-decay and normalization.
RESULTS: HCV-RNA kinetics was biphasic, reflecting a mean effectiveness in
blocking viral production >99.8%. The first-phase of viral-decline was faster in 
patients receiving NS5A-inhibitors compared to TVR+PR or sofosbuvir+simeprevir
(p<0.001), reflecting higher efficacy in blocking assembly/secretion. The
second-phase, noted _ and attributed to infected-cell loss, was faster in
patients receiving TVR+PR or sofosbuvir+simeprevir compared to NS5A-inhibitors
(0.27 vs 0.21 d-1, respectively, p = 0.0012). In contrast the rate of
ALT-normalization, noted _, was slower in patients receiving TVR+PR or
sofosbuvir+simeprevir compared to NS5A-inhibitors (0.17 vs 0.27 d-1,
respectively, p<0.001). There was no significant association between the
second-phase of viral-decline and ALT normalization rate and, for a given level
of viral reduction, ALT-normalization was more profound in patients receiving
DAA, and NS5A in particular, than TVR+PR.
CONCLUSIONS: Our data support a process of HCV-clearance by all-DAA regimens
potentiated by NS5A-inhibitor, and less relying upon hepatocyte death than
IFN-containing regimens. This may underline a process of ""cell-cure"" by DAAs,
leading to a fast improvement of liver homeostasis.",N,,,,,,,,,,

Sofosbuvir and ribavirin in adolescents 12-17 years old with hepatitis C virus genotype 2 or 3 infection.,/pubmed/28543053,"Children with chronic hepatitis C virus infection have limited treatment options.
We evaluated the all-oral combination of sofosbuvir and ribavirin in adolescents 
aged 12-17 with hepatitis C virus genotype 2 or 3 (ClinicalTrials.gov
NCT02175758). Fifty-two patients received sofosbuvir 400 mg once daily and
weight-based ribavirin twice daily for 12 (genotype 2) or 24 (genotype 3) weeks. 
The pharmacokinetics of sofosbuvir and its metabolite GS-331007 were evaluated by
intensive plasma sampling at day 7 in the first 10 patients enrolled and by
sparse sampling in all patients throughout treatment. The primary efficacy
endpoint was the percentage of patients with a sustained virologic response 12
weeks after treatment (SVR12). The median age of patients was 15 years, and 75%
had genotype 3. Eighty-three percent of patients were treatment-naive, and 73%
were infected by vertical transmission. Forty percent were assessed as not having
cirrhosis; the remainder did not have a cirrhosis determination. Overall, SVR12
was achieved by 98% of patients (51/52; 95% confidence interval, 90%-100%). SVR12
rates were 100% (13/13) for patients with genotype 2 and 97% (38/39) for those
with genotype 3. The single patient who did not achieve SVR12 was lost to
follow-up after achieving SVR4. The most commonly reported adverse events were
nausea (27%) and headache (23%). When compared with the exposure in adults
treated in phase 2 and 3 sofosbuvir studies, the area under the curve and maximum
concentration for sofosbuvir and GS-331007 in adolescents were within predefined 
pharmacokinetic equivalence boundaries of 50%-200%.CONCLUSION: Sofosbuvir and
ribavirin was safe and highly effective in adolescents with chronic hepatitis C
virus genotype 2 or 3 infection. (Hepatology 2017;66:1102-1110).",Single arm,Y,,,sofosbuvir and ribavirin,,,,chronic hepatitis C virus infection,percentage of patients with a sustained virologic response 12 weeks after treatment,

Randomized Phase 3 Trial of Ombitasvir/Paritaprevir/Ritonavir and Ribavirin for Hepatitis C Virus Genotype 2-Infected Japanese Patients.,/pubmed/28536999,"INTRODUCTION: In Japan, hepatitis C virus (HCV) genotype (GT) 2 accounts for
approximately 32% of HCV infections. Limited treatment options exist in Japan for
HCV GT2-infected patients. GIFT-II was a phase¾3, randomized, open-label study
evaluating the efficacy and safety of 16- and 12-week regimens of co-formulated
ombitasvir (OBV)/paritaprevir (PTV)/ritonavir (r) plus ribavirin (RBV) in
Japanese adults with HCV GT2 infection.
METHODS: Patients were randomized in a 1:1 ratio to once-daily, co-formulated
OBV/PTV/r (25/150/100¾mg) with weight-based RBV for 16 or 12¾weeks. The primary
efficacy endpoint was the sustained virologic response at 12¾weeks post-treatment
(SVR12) rate in the primary efficacy population of non-cirrhotic treatment-naive 
patients.
RESULTS: A total of 171 patients were randomized to OBV/PTV/r¾+¾RBV. In the
primary efficacy population, SVR12 rates were 91.5% (43/47; 95% confidence
interval 83.5-99.5%) and 75.0% (36/48; 95% confidence interval 62.8-87.2%) in the
16-week arm and 12-week arm, respectively. No patient in the 16-week arm relapsed
by post-treatment week¾12. Among non-cirrhotic treatment-experienced patients,
the overall SVR rate in the 16-week arm was 75.8% (25/33) and was highest [93.8% 
(15/16)] among those who had relapsed after previous interferon-based therapy.
SVR12 rates were consistently higher in patients with HCV GT2a infection versus
HCV GT2b infection [16-week treatment arm: 93.9% (31/33) versus 85.7% (12/14) and
93.8% (15/16) versus 56.3% (9/16) among non-cirrhotic treatment-naive and
